timestamp,value
2019-05-01 07:00:00+00:00,0.0
2019-05-01 08:00:00+00:00,0.0
2019-05-01 09:00:00+00:00,0.0
2019-05-01 10:00:00+00:00,0.0
2019-05-01 11:00:00+00:00,0.0
2019-05-01 12:00:00+00:00,0.0
2019-05-01 13:00:00+00:00,2.79327
2019-05-01 14:00:00+00:00,176.649
2019-05-01 15:00:00+00:00,408.355
2019-05-01 16:00:00+00:00,636.021
2019-05-01 17:00:00+00:00,830.7259999999999
2019-05-01 18:00:00+00:00,976.6759999999999
2019-05-01 19:00:00+00:00,1063.122
2019-05-01 20:00:00+00:00,1083.882
2019-05-01 21:00:00+00:00,1037.514
2019-05-01 22:00:00+00:00,927.3209999999999
2019-05-01 23:00:00+00:00,761.2769999999999
2019-05-02 00:00:00+00:00,551.893
2019-05-02 01:00:00+00:00,317.54799999999994
2019-05-02 02:00:00+00:00,107.62889999999999
2019-05-02 03:00:00+00:00,0.0
2019-05-02 04:00:00+00:00,0.0
2019-05-02 05:00:00+00:00,0.0
2019-05-02 06:00:00+00:00,0.0
2019-05-02 07:00:00+00:00,0.0
2019-05-02 08:00:00+00:00,0.0
2019-05-02 09:00:00+00:00,0.0
2019-05-02 10:00:00+00:00,0.0
2019-05-02 11:00:00+00:00,0.0
2019-05-02 12:00:00+00:00,0.0
2019-05-02 13:00:00+00:00,1.10582
2019-05-02 14:00:00+00:00,43.4225
2019-05-02 15:00:00+00:00,179.86499999999998
2019-05-02 16:00:00+00:00,274.548
2019-05-02 17:00:00+00:00,382.94899999999996
2019-05-02 18:00:00+00:00,468.2939999999999
2019-05-02 19:00:00+00:00,500.291
2019-05-02 20:00:00+00:00,482.606
2019-05-02 21:00:00+00:00,399.44399999999996
2019-05-02 22:00:00+00:00,360.912
2019-05-02 23:00:00+00:00,307.47299999999996
2019-05-03 00:00:00+00:00,229.707
2019-05-03 01:00:00+00:00,149.5258
2019-05-03 02:00:00+00:00,27.5334
2019-05-03 03:00:00+00:00,0.0
2019-05-03 04:00:00+00:00,0.0
2019-05-03 05:00:00+00:00,0.0
2019-05-03 06:00:00+00:00,0.0
2019-05-03 07:00:00+00:00,0.0
2019-05-03 08:00:00+00:00,0.0
2019-05-03 09:00:00+00:00,0.0
2019-05-03 10:00:00+00:00,0.0
2019-05-03 11:00:00+00:00,0.0
2019-05-03 12:00:00+00:00,0.0
2019-05-03 13:00:00+00:00,3.54566
2019-05-03 14:00:00+00:00,182.124
2019-05-03 15:00:00+00:00,413.76399999999995
2019-05-03 16:00:00+00:00,640.53
2019-05-03 17:00:00+00:00,834.3309999999999
2019-05-03 18:00:00+00:00,979.5089999999999
2019-05-03 19:00:00+00:00,1065.382
2019-05-03 20:00:00+00:00,1085.8220000000001
2019-05-03 21:00:00+00:00,1039.39
2019-05-03 22:00:00+00:00,929.4069999999999
2019-05-03 23:00:00+00:00,763.8259999999999
2019-05-04 00:00:00+00:00,555.107
2019-05-04 01:00:00+00:00,321.46999999999997
2019-05-04 02:00:00+00:00,110.53960000000001
2019-05-04 03:00:00+00:00,0.0
2019-05-04 04:00:00+00:00,0.0
2019-05-04 05:00:00+00:00,0.0
2019-05-04 06:00:00+00:00,0.0
2019-05-04 07:00:00+00:00,0.0
2019-05-04 08:00:00+00:00,0.0
2019-05-04 09:00:00+00:00,0.0
2019-05-04 10:00:00+00:00,0.0
2019-05-04 11:00:00+00:00,0.0
2019-05-04 12:00:00+00:00,0.0
2019-05-04 13:00:00+00:00,3.6677
2019-05-04 14:00:00+00:00,170.468
2019-05-04 15:00:00+00:00,376.447
2019-05-04 16:00:00+00:00,585.3919999999999
2019-05-04 17:00:00+00:00,759.898
2019-05-04 18:00:00+00:00,890.585
2019-05-04 19:00:00+00:00,941.555
2019-05-04 20:00:00+00:00,932.525
2019-05-04 21:00:00+00:00,925.033
2019-05-04 22:00:00+00:00,907.654
2019-05-04 23:00:00+00:00,760.454
2019-05-05 00:00:00+00:00,553.431
2019-05-05 01:00:00+00:00,323.414
2019-05-05 02:00:00+00:00,112.0199
2019-05-05 03:00:00+00:00,0.000588232
2019-05-05 04:00:00+00:00,0.0
2019-05-05 05:00:00+00:00,0.0
2019-05-05 06:00:00+00:00,0.0
2019-05-05 07:00:00+00:00,0.0
2019-05-05 08:00:00+00:00,0.0
2019-05-05 09:00:00+00:00,0.0
2019-05-05 10:00:00+00:00,0.0
2019-05-05 11:00:00+00:00,0.0
2019-05-05 12:00:00+00:00,0.0
2019-05-05 13:00:00+00:00,4.37115
2019-05-05 14:00:00+00:00,182.2
2019-05-05 15:00:00+00:00,340.854
2019-05-05 16:00:00+00:00,456.98699999999997
2019-05-05 17:00:00+00:00,598.6329999999999
2019-05-05 18:00:00+00:00,710.995
2019-05-05 19:00:00+00:00,797.69
2019-05-05 20:00:00+00:00,799.055
2019-05-05 21:00:00+00:00,771.9959999999999
2019-05-05 22:00:00+00:00,692.2189999999999
2019-05-05 23:00:00+00:00,549.096
2019-05-06 00:00:00+00:00,417.695
2019-05-06 01:00:00+00:00,239.35299999999998
2019-05-06 02:00:00+00:00,38.1263
2019-05-06 03:00:00+00:00,0.00230587
2019-05-06 04:00:00+00:00,0.0
2019-05-06 05:00:00+00:00,0.0
2019-05-06 06:00:00+00:00,0.0
2019-05-06 07:00:00+00:00,0.0
2019-05-06 08:00:00+00:00,0.0
2019-05-06 09:00:00+00:00,0.0
2019-05-06 10:00:00+00:00,0.0
2019-05-06 11:00:00+00:00,0.0
2019-05-06 12:00:00+00:00,0.0
2019-05-06 13:00:00+00:00,4.80762
2019-05-06 14:00:00+00:00,161.882
2019-05-06 15:00:00+00:00,304.685
2019-05-06 16:00:00+00:00,435.25699999999995
2019-05-06 17:00:00+00:00,538.556
2019-05-06 18:00:00+00:00,639.448
2019-05-06 19:00:00+00:00,679.847
2019-05-06 20:00:00+00:00,625.05
2019-05-06 21:00:00+00:00,516.074
2019-05-06 22:00:00+00:00,442.092
2019-05-06 23:00:00+00:00,355.51599999999996
2019-05-07 00:00:00+00:00,248.306
2019-05-07 01:00:00+00:00,177.033
2019-05-07 02:00:00+00:00,27.4798
2019-05-07 03:00:00+00:00,0.00309493
2019-05-07 04:00:00+00:00,0.0
2019-05-07 05:00:00+00:00,0.0
2019-05-07 06:00:00+00:00,0.0
2019-05-07 07:00:00+00:00,0.0
2019-05-07 08:00:00+00:00,0.0
2019-05-07 09:00:00+00:00,0.0
2019-05-07 10:00:00+00:00,0.0
2019-05-07 11:00:00+00:00,0.0
2019-05-07 12:00:00+00:00,0.0
2019-05-07 13:00:00+00:00,2.49053
2019-05-07 14:00:00+00:00,191.413
2019-05-07 15:00:00+00:00,423.51599999999996
2019-05-07 16:00:00+00:00,648.5089999999999
2019-05-07 17:00:00+00:00,840.582
2019-05-07 18:00:00+00:00,960.173
2019-05-07 19:00:00+00:00,1069.182
2019-05-07 20:00:00+00:00,1089.092
2019-05-07 21:00:00+00:00,1042.672
2019-05-07 22:00:00+00:00,933.2239999999999
2019-05-07 23:00:00+00:00,699.1129999999999
2019-05-08 00:00:00+00:00,492.27299999999997
2019-05-08 01:00:00+00:00,329.171
2019-05-08 02:00:00+00:00,116.54899999999999
2019-05-08 03:00:00+00:00,0.014178200000000002
2019-05-08 04:00:00+00:00,0.0
2019-05-08 05:00:00+00:00,0.0
2019-05-08 06:00:00+00:00,0.0
2019-05-08 07:00:00+00:00,0.0
2019-05-08 08:00:00+00:00,0.0
2019-05-08 09:00:00+00:00,0.0
2019-05-08 10:00:00+00:00,0.0
2019-05-08 11:00:00+00:00,0.0
2019-05-08 12:00:00+00:00,0.0
2019-05-08 13:00:00+00:00,5.7241599999999995
2019-05-08 14:00:00+00:00,194.67499999999998
2019-05-08 15:00:00+00:00,425.73199999999997
2019-05-08 16:00:00+00:00,650.29
2019-05-08 17:00:00+00:00,841.95
2019-05-08 18:00:00+00:00,985.3589999999999
2019-05-08 19:00:00+00:00,1069.992
2019-05-08 20:00:00+00:00,1089.8020000000001
2019-05-08 21:00:00+00:00,1043.4
2019-05-08 22:00:00+00:00,934.1080000000001
2019-05-08 23:00:00+00:00,769.817
